"1","5","1","5","3","1","4","1","6","2","6"
"2","1","0","4","0","1","3","5","4","1","5","5","6","1","7","5","7","4","8","5","9"
"3","1","2","5","2","5","5","0","6","3","6","4","7"
"4","2","5"
"5","1","1"
"6","1","9"
"7"
"8"
"9","2","1","2","2"
"10","2","4","2","9"
"11"
"12","2","3","3","7"
"13"
"14","3","1","4","3"
"15"
"16","2","0","3","2","3","9"
"17"
"18","4","9"
"19","4","4"
"20","3","4"
"21","4","2","3","5"
"22","4","5"
"23","4","1","3","3","2","8"
"24"
"25"
"26"
"27","3","8"
"28"
"29"
"30"
"31"
"32","3","0"
"33","2","7"
"34"
"35"
"36"
"37"
"38"
"39"
"40"
"41"
"42","4","6"
"43"
"44"
"45"
"46"
"47"
"48"
"49"
"50"
"51"
"52"
