"1","2","1","1","3","1","4","2","4","2","5","1","7"
"2","1","0","1","1","1","2","5","2","1","5","1","9"
"3","2","3","3","6"
"4","2","0","2","2","0","6","2","9"
"5"
"6"
"7","3","5"
"8"
"9","3","9"
"10","3","4"
"11","3","1"
"12","3","2","3","7"
"13"
"14","3","3"
"15"
"16"
"17"
"18","2","7","2","8"
"19"
"20"
"21","4","7"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32","4","2"
"33"
"34","4","3","3","8"
"35"
"36"
"37","4","9"
"38","4","1"
"39"
"40","4","4"
"41"
"42","4","5"
"43"
"44"
"45","4","6"
"46","3","0"
"47"
"48"
"49"
"50"
"51"
"52"
