"1","0","1","0","3","1","4","2","5","0","7","4","8"
"2","2","6"
"3","1","1","1","3","1","7","2","9"
"4","2","1"
"5","1","0","0","6"
"6","2","3","1","5","4","7","1","9"
"7"
"8","1","2"
"9"
"10","2","2"
"11","2","0","2","4"
"12","3","2","3","4","3","6"
"13","4","2"
"14","3","5"
"15","3","1","3","7"
"16","4","3","3","9"
"17","3","3"
"18","2","7","2","8","4","9"
"19","4","4"
"20","4","1"
"21"
"22","4","5"
"23"
"24","4","6","3","8"
"25"
"26"
"27","3","0"
"28"
"29"
"30"
"31"
"32"
"33"
"34"
"35"
"36"
"37"
