"1","4","0","1","1","1","4","5","4","1","5","5","5","5","6","5","7","4","8","5","9"
"2","1","2","5","2"
"3","0","6"
"4","2","5","1","7","4","7"
"5"
"6","2","2","3","7","1","9","2","9"
"7","3","6"
"8"
"9","2","1"
"10"
"11","2","4"
"12"
"13"
"14"
"15"
"16","3","1","3","3","3","5","2","8"
"17","3","9"
"18","2","3","4","3","3","4"
"19"
"20","2","0"
"21","3","2","4","2","4","4"
"22","4","9"
"23"
"24"
"25"
"26","4","1"
"27"
"28"
"29"
"30","4","5"
"31","3","0"
"32"
"33"
"34"
"35","3","8"
"36"
"37","2","7"
"38"
"39"
"40"
"41","4","6"
"42"
"43"
"44"
"45"
"46"
"47"
"48"
"49"
"50"
"51"
"52"
