"1","1","0","4","0","5","4","5","5","5","6","5","7","4","8","5","9"
"2","5","2","1","4"
"3","1","2","0","6"
"4","2","5","1","7"
"5","1","1","1","5","4","7"
"6","3","7"
"7","2","2","3","6"
"8","2","1","1","9","2","9"
"9"
"10"
"11"
"12","3","1","2","4"
"13","3","3"
"14","3","5","3","9"
"15"
"16"
"17","2","8"
"18","3","2","4","4"
"19","4","3","3","4"
"20","2","3"
"21","2","0","4","9"
"22","4","2"
"23"
"24"
"25"
"26"
"27","4","1"
"28","4","5"
"29","3","0"
"30"
"31"
"32"
"33"
"34","3","8"
"35"
"36","2","7"
"37"
"38"
"39"
"40"
"41","4","6"
"42"
"43"
"44"
"45"
"46"
"47"
"48"
"49"
"50"
"51"
"52"
