"1","4","0","1","3","5","4","5","5","1","6","2","6","5","6","5","9"
"2","4","8"
"3","5","2","2","5","0","6","4","7"
"4","1","4","3","6","1","7"
"5","1","0","2","1","2","2","1","5"
"6"
"7"
"8","1","1","1","2","1","9"
"9","2","9"
"10","2","4"
"11","3","7"
"12"
"13"
"14","4","3"
"15","4","2","3","3","4","4"
"16","4","9"
"17"
"18","3","5","3","9"
"19","2","0","4","1"
"20","3","1"
"21","3","2"
"22","2","3","3","4"
"23"
"24","2","8"
"25","4","5"
"26","3","8"
"27","3","0"
"28"
"29"
"30"
"31"
"32"
"33"
"34","2","7"
"35"
"36"
"37"
"38"
"39"
"40"
"41"
"42","4","6"
"43"
"44"
"45"
"46"
"47"
"48"
"49"
"50"
"51"
"52"
