"1","4","0","1","3","5","4","5","5","1","6","5","6","5","7","5","9"
"2","5","2","3","6","1","7","4","8"
"3","0","6"
"4","4","7"
"5","1","4"
"6","1","5"
"7","1","0","2","1","1","2","2","2","2","5","3","7"
"8","2","9"
"9"
"10"
"11"
"12","3","3"
"13","1","1","3","1","2","4"
"14","4","2","1","9","4","9"
"15","4","4","3","9"
"16","4","3","3","5"
"17"
"18","3","4"
"19","4","1"
"20","2","0"
"21"
"22","3","2","4","5"
"23","2","3","3","8"
"24","3","0"
"25"
"26"
"27","2","8"
"28"
"29"
"30"
"31"
"32"
"33"
"34"
"35"
"36"
"37"
"38","2","7"
"39"
"40"
"41"
"42"
"43"
"44"
"45","4","6"
"46"
"47"
"48"
"49"
"50"
"51"
"52"
